order_id,customer_id,order_date,product_id,quantity,discount_pct,payment_method,category,unit_price,unit_cost,gross_sales,discount_amount,net_sales,cost,gross_profit
O0001477,CUST00104,2024-10-22,P0039,2,0.15,Card,Electronics,302.32,141.08,604.64,90.7,513.94,282.16,231.78
O0000232,CUST00352,2024-10-22,P0031,1,0.1,Card,Electronics,287.51,147.51,287.51,28.75,258.76,147.51,111.25
O0002670,CUST00606,2024-10-22,P0023,1,0.15,Wallet,Fashion,67.68,45.5,67.68,10.15,57.53,45.5,12.03
O0005186,CUST00341,2024-10-22,P0040,4,0.1,UPI,Grocery,83.65,51.18,334.6,33.46,301.14,204.72,96.42
O0001828,CUST00036,2024-10-22,P0022,3,0.15,COD,Electronics,326.52,146.8,979.56,146.93,832.63,440.4,392.23
O0002093,CUST00344,2024-10-22,P0036,1,0.1,Net Banking,Home,308.75,157.97,308.75,30.88,277.87,157.97,119.9
O0001824,CUST00175,2024-10-22,P0036,1,0.0,Card,Home,308.75,157.97,308.75,0.0,308.75,157.97,150.78
O0000619,CUST00431,2024-10-22,P0016,2,0.1,Card,Fashion,101.27,44.23,202.54,20.25,182.29,88.46,93.83
O0002606,CUST00325,2024-10-23,P0030,3,0.0,Card,Grocery,239.09,117.72,717.27,0.0,717.27,353.16,364.11
O0001074,CUST00251,2024-10-23,P0006,1,0.1,UPI,Beauty,192.36,150.65,192.36,19.24,173.12,150.65,22.47
O0002807,CUST00249,2024-10-23,P0003,1,0.0,COD,Home,236.77,123.51,236.77,0.0,236.77,123.51,113.26
O0002281,CUST00428,2024-10-23,P0015,4,0.0,Card,Fashion,43.69,25.91,174.76,0.0,174.76,103.64,71.12
O0004855,CUST00261,2024-10-23,P0022,3,0.15,UPI,Electronics,326.52,146.8,979.56,146.93,832.63,440.4,392.23
O0000982,CUST00314,2024-10-23,P0017,3,0.2,Net Banking,Home,110.28,84.44,330.84,66.17,264.67,253.32,11.35
O0001060,CUST00271,2024-10-23,P0022,3,0.1,Card,Electronics,326.52,146.8,979.56,97.96,881.6,440.4,441.2
O0004411,CUST00649,2024-10-24,P0001,1,0.1,UPI,Fashion,114.26,54.48,114.26,11.43,102.83,54.48,48.35
O0001566,CUST00518,2024-10-24,P0027,2,0.0,UPI,Electronics,55.13,36.66,110.26,0.0,110.26,73.32,36.94
O0002573,CUST00624,2024-10-24,P0018,4,0.05,Net Banking,Beauty,175.93,84.8,703.72,35.19,668.53,339.2,329.33
O0004650,CUST00525,2024-10-24,P0041,1,0.1,Card,Grocery,240.98,127.74,240.98,24.1,216.88,127.74,89.14
O0004274,CUST00188,2024-10-24,P0003,2,0.15,COD,Home,236.77,123.51,473.54,71.03,402.51,247.02,155.49
O0001981,CUST00396,2024-10-24,P0041,1,0.1,Net Banking,Grocery,240.98,127.74,240.98,24.1,216.88,127.74,89.14
O0003599,CUST00271,2024-10-24,P0040,4,0.0,Wallet,Grocery,83.65,51.18,334.6,0.0,334.6,204.72,129.88
O0000004,CUST00602,2024-10-25,P0024,4,0.2,COD,Grocery,220.04,119.95,880.16,176.03,704.13,479.8,224.33
O0000846,CUST00236,2024-10-25,P0045,2,0.0,UPI,Grocery,121.81,53.8,243.62,0.0,243.62,107.6,136.02
O0004161,CUST00344,2024-10-25,P0010,1,0.0,Card,Grocery,158.28,88.17,158.28,0.0,158.28,88.17,70.11
O0001342,CUST00512,2024-10-25,P0016,1,0.05,UPI,Fashion,101.27,44.23,101.27,5.06,96.21,44.23,51.98
O0000123,CUST00025,2024-10-25,P0008,1,0.05,Card,Fashion,152.63,75.07,152.63,7.63,145.0,75.07,69.93
O0000446,CUST00314,2024-10-26,P0005,2,0.1,UPI,Electronics,273.97,126.69,547.94,54.79,493.15,253.38,239.77
O0003762,CUST00051,2024-10-26,P0004,1,0.05,COD,Home,54.29,27.5,54.29,2.71,51.58,27.5,24.08
O0001088,CUST00458,2024-10-26,P0019,2,0.1,UPI,Electronics,148.06,96.56,296.12,29.61,266.51,193.12,73.39
O0002799,CUST00176,2024-10-26,P0009,4,0.0,UPI,Fashion,264.14,141.26,1056.56,0.0,1056.56,565.04,491.52
O0000504,CUST00490,2024-10-27,P0031,1,0.0,COD,Electronics,287.51,147.51,287.51,0.0,287.51,147.51,140.0
O0002949,CUST00237,2024-10-27,P0020,1,0.15,COD,Home,149.95,68.06,149.95,22.49,127.46,68.06,59.4
O0001517,CUST00562,2024-10-27,P0041,2,0.1,Net Banking,Grocery,240.98,127.74,481.96,48.2,433.76,255.48,178.28
O0004399,CUST00634,2024-10-28,P0003,1,0.0,Net Banking,Home,236.77,123.51,236.77,0.0,236.77,123.51,113.26
O0001167,CUST00183,2024-10-28,P0014,1,0.1,UPI,Electronics,66.45,51.75,66.45,6.64,59.81,51.75,8.06
O0002029,CUST00019,2024-10-28,P0031,2,0.05,Card,Electronics,287.51,147.51,575.02,28.75,546.27,295.02,251.25
O0003082,CUST00339,2024-10-28,P0015,4,0.2,COD,Fashion,43.69,25.91,174.76,34.95,139.81,103.64,36.17
O0003354,CUST00207,2024-10-28,P0030,1,0.0,COD,Grocery,239.09,117.72,239.09,0.0,239.09,117.72,121.37
O0000553,CUST00507,2024-10-28,P0036,3,0.15,Net Banking,Home,308.75,157.97,926.25,138.94,787.31,473.91,313.4
O0000134,CUST00600,2024-10-28,P0013,1,0.1,Wallet,Grocery,268.38,121.9,268.38,26.84,241.54,121.9,119.64
O0002743,CUST00220,2024-10-29,P0030,1,0.05,COD,Grocery,239.09,117.72,239.09,11.95,227.14,117.72,109.42
O0000750,CUST00367,2024-10-29,P0019,3,0.2,UPI,Electronics,148.06,96.56,444.18,88.84,355.34,289.68,65.66
O0002917,CUST00402,2024-10-29,P0004,1,0.1,Card,Home,54.29,27.5,54.29,5.43,48.86,27.5,21.36
O0002245,CUST00344,2024-10-29,P0021,1,0.0,UPI,Beauty,264.24,127.61,264.24,0.0,264.24,127.61,136.63
O0001662,CUST00103,2024-10-30,P0024,2,0.05,UPI,Grocery,220.04,119.95,440.08,22.0,418.08,239.9,178.18
O0003755,CUST00486,2024-10-30,P0044,2,0.05,Wallet,Home,319.2,142.3,638.4,31.92,606.48,284.6,321.88
O0002921,CUST00368,2024-10-30,P0036,3,0.05,COD,Home,308.75,157.97,926.25,46.31,879.94,473.91,406.03
O0000294,CUST00300,2024-10-30,P0004,3,0.05,Card,Home,54.29,27.5,162.87,8.14,154.73,82.5,72.23
O0004269,CUST00432,2024-10-30,P0016,1,0.05,Net Banking,Fashion,101.27,44.23,101.27,5.06,96.21,44.23,51.98
O0003043,CUST00298,2024-10-30,P0044,2,0.0,COD,Home,319.2,142.3,638.4,0.0,638.4,284.6,353.8
O0000543,CUST00332,2024-10-30,P0024,1,0.05,Wallet,Grocery,220.04,119.95,220.04,11.0,209.04,119.95,89.09
O0000376,CUST00253,2024-10-30,P0038,2,0.1,Wallet,Fashion,157.39,70.68,314.78,31.48,283.3,141.36,141.94
O0003543,CUST00312,2024-10-30,P0035,1,0.0,UPI,Home,139.63,80.04,139.63,0.0,139.63,80.04,59.59
O0004410,CUST00120,2024-10-30,P0042,2,0.0,Wallet,Fashion,92.99,66.18,185.98,0.0,185.98,132.36,53.62
O0002392,CUST00161,2024-10-31,P0013,2,0.15,Card,Grocery,268.38,121.9,536.76,80.51,456.25,243.8,212.45
O0004033,CUST00413,2024-10-31,P0008,1,0.1,Wallet,Fashion,152.63,75.07,152.63,15.26,137.37,75.07,62.3
O0001181,CUST00236,2024-10-31,P0033,2,0.05,Wallet,Fashion,112.86,61.51,225.72,11.29,214.43,123.02,91.41
O0003544,CUST00275,2024-10-31,P0019,2,0.05,UPI,Electronics,148.06,96.56,296.12,14.81,281.31,193.12,88.19
O0003563,CUST00246,2024-10-31,P0024,4,0.0,Card,Grocery,220.04,119.95,880.16,0.0,880.16,479.8,400.36
O0003886,CUST00207,2024-10-31,P0029,3,0.0,Net Banking,Home,354.92,154.02,1064.76,0.0,1064.76,462.06,602.7
O0001591,CUST00385,2024-10-31,P0020,3,0.1,Card,Home,149.95,68.06,449.85,44.99,404.86,204.18,200.68
O0003670,CUST00176,2024-10-31,P0030,3,0.15,UPI,Grocery,239.09,117.72,717.27,107.59,609.68,353.16,256.52
O0000192,CUST00112,2024-10-31,P0040,1,0.05,Net Banking,Grocery,83.65,51.18,83.65,4.18,79.47,51.18,28.29
O0000035,CUST00472,2024-11-01,P0019,2,0.05,COD,Electronics,148.06,96.56,296.12,14.81,281.31,193.12,88.19
O0002010,CUST00022,2024-11-01,P0011,1,0.05,Net Banking,Electronics,158.87,121.21,158.87,7.94,150.93,121.21,29.72
O0004689,CUST00324,2024-11-01,P0040,2,0.0,UPI,Grocery,83.65,51.18,167.3,0.0,167.3,102.36,64.94
O0000458,CUST00395,2024-11-01,P0008,1,0.1,Card,Fashion,152.63,75.07,152.63,15.26,137.37,75.07,62.3
O0003207,CUST00503,2024-11-01,P0045,1,0.1,COD,Grocery,121.81,53.8,121.81,12.18,109.63,53.8,55.83
O0001512,CUST00564,2024-11-02,P0044,1,0.15,COD,Home,319.2,142.3,319.2,47.88,271.32,142.3,129.02
O0000658,CUST00218,2024-11-02,P0026,4,0.15,Card,Electronics,133.04,87.51,532.16,79.82,452.34,350.04,102.3
O0000120,CUST00505,2024-11-02,P0024,1,0.0,Net Banking,Grocery,220.04,119.95,220.04,0.0,220.04,119.95,100.09
O0001879,CUST00208,2024-11-02,P0025,1,0.0,COD,Fashion,234.0,111.05,234.0,0.0,234.0,111.05,122.95
O0004015,CUST00205,2024-11-02,P0045,1,0.1,Net Banking,Grocery,121.81,53.8,121.81,12.18,109.63,53.8,55.83
O0002901,CUST00260,2024-11-02,P0011,2,0.1,Net Banking,Electronics,158.87,121.21,317.74,31.77,285.97,242.42,43.55
O0001919,CUST00379,2024-11-02,P0008,1,0.0,COD,Fashion,152.63,75.07,152.63,0.0,152.63,75.07,77.56
O0001049,CUST00572,2024-11-02,P0033,2,0.0,COD,Fashion,112.86,61.51,225.72,0.0,225.72,123.02,102.7
O0004929,CUST00025,2024-11-02,P0010,2,0.0,Card,Grocery,158.28,88.17,316.56,0.0,316.56,176.34,140.22
O0002631,CUST00551,2024-11-02,P0025,2,0.0,COD,Fashion,234.0,111.05,468.0,0.0,468.0,222.1,245.9
O0004950,CUST00288,2024-11-02,P0029,2,0.1,UPI,Home,354.92,154.02,709.84,70.98,638.86,308.04,330.82
O0000778,CUST00052,2024-11-03,P0042,4,0.1,Card,Fashion,92.99,66.18,371.96,37.2,334.76,264.72,70.04
O0001920,CUST00460,2024-11-03,P0041,1,0.0,Card,Grocery,240.98,127.74,240.98,0.0,240.98,127.74,113.24
O0004103,CUST00492,2024-11-03,P0010,3,0.15,Card,Grocery,158.28,88.17,474.84,71.23,403.61,264.51,139.1
O0004402,CUST00018,2024-11-03,P0016,4,0.0,COD,Fashion,101.27,44.23,405.08,0.0,405.08,176.92,228.16
O0004041,CUST00481,2024-11-03,P0011,2,0.1,Card,Electronics,158.87,121.21,317.74,31.77,285.97,242.42,43.55
O0003652,CUST00410,2024-11-03,P0005,1,0.05,UPI,Electronics,273.97,126.69,273.97,13.7,260.27,126.69,133.58
O0004126,CUST00575,2024-11-03,P0045,1,0.05,Card,Grocery,121.81,53.8,121.81,6.09,115.72,53.8,61.92
O0002233,CUST00542,2024-11-04,P0012,1,0.1,COD,Electronics,216.75,132.72,216.75,21.68,195.07,132.72,62.35
O0000579,CUST00253,2024-11-04,P0039,1,0.05,Card,Electronics,302.32,141.08,302.32,15.12,287.2,141.08,146.12
O0003711,CUST00202,2024-11-04,P0007,4,0.1,Wallet,Grocery,177.14,118.71,708.56,70.86,637.7,474.84,162.86
O0004792,CUST00068,2024-11-04,P0002,2,0.0,COD,Electronics,165.42,102.08,330.84,0.0,330.84,204.16,126.68
O0003451,CUST00393,2024-11-04,P0012,2,0.2,UPI,Electronics,216.75,132.72,433.5,86.7,346.8,265.44,81.36
O0000006,CUST00345,2024-11-04,P0027,1,0.05,UPI,Electronics,55.13,36.66,55.13,2.76,52.37,36.66,15.71
O0003661,CUST00419,2024-11-04,P0010,2,0.05,COD,Grocery,158.28,88.17,316.56,15.83,300.73,176.34,124.39
O0000647,CUST00028,2024-11-05,P0011,2,0.15,Wallet,Electronics,158.87,121.21,317.74,47.66,270.08,242.42,27.66
O0002973,CUST00490,2024-11-05,P0040,3,0.0,Card,Grocery,83.65,51.18,250.95,0.0,250.95,153.54,97.41
O0002659,CUST00075,2024-11-05,P0045,2,0.1,UPI,Grocery,121.81,53.8,243.62,24.36,219.26,107.6,111.66
O0002978,CUST00288,2024-11-05,P0036,2,0.2,Wallet,Home,308.75,157.97,617.5,123.5,494.0,315.94,178.06
O0004392,CUST00592,2024-11-05,P0039,2,0.1,Wallet,Electronics,302.32,141.08,604.64,60.46,544.18,282.16,262.02
O0003778,CUST00482,2024-11-05,P0040,1,0.1,Net Banking,Grocery,83.65,51.18,83.65,8.36,75.29,51.18,24.11
O0003842,CUST00026,2024-11-05,P0027,1,0.1,UPI,Electronics,55.13,36.66,55.13,5.51,49.62,36.66,12.96
O0004092,CUST00595,2024-11-05,P0028,1,0.0,UPI,Electronics,164.95,128.88,164.95,0.0,164.95,128.88,36.07
O0000003,CUST00352,2024-11-05,P0020,4,0.2,Wallet,Home,149.95,68.06,599.8,119.96,479.84,272.24,207.6
O0001426,CUST00640,2024-11-05,P0030,1,0.0,Card,Grocery,239.09,117.72,239.09,0.0,239.09,117.72,121.37
O0000823,CUST00150,2024-11-06,P0031,3,0.1,COD,Electronics,287.51,147.51,862.53,86.25,776.28,442.53,333.75
O0004744,CUST00429,2024-11-06,P0028,1,0.1,Wallet,Electronics,164.95,128.88,164.95,16.5,148.45,128.88,19.57
O0004575,CUST00204,2024-11-06,P0031,4,0.2,COD,Electronics,287.51,147.51,1150.04,230.01,920.03,590.04,329.99
O0000566,CUST00564,2024-11-06,P0013,4,0.15,Card,Grocery,268.38,121.9,1073.52,161.03,912.49,487.6,424.89
O0005135,CUST00237,2024-11-06,P0031,3,0.15,Card,Electronics,287.51,147.51,862.53,129.38,733.15,442.53,290.62
O0002642,CUST00255,2024-11-06,P0002,1,0.1,UPI,Electronics,165.42,102.08,165.42,16.54,148.88,102.08,46.8
O0004104,CUST00482,2024-11-06,P0012,3,0.0,Card,Electronics,216.75,132.72,650.25,0.0,650.25,398.16,252.09
O0000309,CUST00500,2024-11-06,P0013,1,0.2,Wallet,Grocery,268.38,121.9,268.38,53.68,214.7,121.9,92.8
O0002560,CUST00405,2024-11-06,P0032,2,0.0,Net Banking,Electronics,325.98,157.6,651.96,0.0,651.96,315.2,336.76
O0002473,CUST00151,2024-11-07,P0042,2,0.0,UPI,Fashion,92.99,66.18,185.98,0.0,185.98,132.36,53.62
O0001608,CUST00624,2024-11-07,P0003,2,0.05,Wallet,Home,236.77,123.51,473.54,23.68,449.86,247.02,202.84
O0003861,CUST00490,2024-11-07,P0029,2,0.05,UPI,Home,354.92,154.02,709.84,35.49,674.35,308.04,366.31
O0000444,CUST00412,2024-11-07,P0008,1,0.1,UPI,Fashion,152.63,75.07,152.63,15.26,137.37,75.07,62.3
O0004449,CUST00044,2024-11-07,P0007,2,0.0,UPI,Grocery,177.14,118.71,354.28,0.0,354.28,237.42,116.86
O0005080,CUST00515,2024-11-07,P0016,1,0.0,COD,Fashion,101.27,44.23,101.27,0.0,101.27,44.23,57.04
O0004434,CUST00516,2024-11-08,P0016,1,0.1,UPI,Fashion,101.27,44.23,101.27,10.13,91.14,44.23,46.91
O0004606,CUST00352,2024-11-08,P0026,3,0.2,Wallet,Electronics,133.04,87.51,399.12,79.82,319.3,262.53,56.77
O0003342,CUST00171,2024-11-08,P0015,1,0.2,Card,Fashion,43.69,25.91,43.69,8.74,34.95,25.91,9.04
O0002229,CUST00488,2024-11-08,P0036,2,0.1,UPI,Home,308.75,157.97,617.5,61.75,555.75,315.94,239.81
O0002540,CUST00547,2024-11-08,P0024,1,0.05,UPI,Grocery,220.04,119.95,220.04,11.0,209.04,119.95,89.09
O0003641,CUST00158,2024-11-08,P0001,1,0.05,UPI,Fashion,114.26,54.48,114.26,5.71,108.55,54.48,54.07
O0001949,CUST00035,2024-11-08,P0041,3,0.05,Card,Grocery,240.98,127.74,722.94,36.15,686.79,383.22,303.57
O0001236,CUST00494,2024-11-08,P0019,4,0.0,Card,Electronics,148.06,96.56,592.24,0.0,592.24,386.24,206.0
O0003687,CUST00242,2024-11-08,P0016,4,0.2,UPI,Fashion,101.27,44.23,405.08,81.02,324.06,176.92,147.14
O0005195,CUST00375,2024-11-08,P0018,1,0.05,UPI,Beauty,175.93,84.8,175.93,8.8,167.13,84.8,82.33
O0000024,CUST00511,2024-11-09,P0012,2,0.0,Card,Electronics,216.75,132.72,433.5,0.0,433.5,265.44,168.06
O0003803,CUST00473,2024-11-09,P0025,1,0.0,Card,Fashion,234.0,111.05,234.0,0.0,234.0,111.05,122.95
O0004782,CUST00082,2024-11-09,P0014,1,0.0,UPI,Electronics,66.45,51.75,66.45,0.0,66.45,51.75,14.7
O0003837,CUST00482,2024-11-09,P0039,4,0.05,Card,Electronics,302.32,141.08,1209.28,60.46,1148.82,564.32,584.5
O0001766,CUST00398,2024-11-09,P0024,1,0.0,Card,Grocery,220.04,119.95,220.04,0.0,220.04,119.95,100.09
O0002051,CUST00007,2024-11-09,P0041,1,0.05,UPI,Grocery,240.98,127.74,240.98,12.05,228.93,127.74,101.19
O0004894,CUST00288,2024-11-09,P0024,2,0.15,Card,Grocery,220.04,119.95,440.08,66.01,374.07,239.9,134.17
O0005197,CUST00280,2024-11-10,P0040,4,0.0,Card,Grocery,83.65,51.18,334.6,0.0,334.6,204.72,129.88
O0004378,CUST00454,2024-11-10,P0029,1,0.0,Net Banking,Home,354.92,154.02,354.92,0.0,354.92,154.02,200.9
O0001581,CUST00642,2024-11-10,P0001,1,0.15,UPI,Fashion,114.26,54.48,114.26,17.14,97.12,54.48,42.64
O0001076,CUST00155,2024-11-10,P0012,1,0.2,UPI,Electronics,216.75,132.72,216.75,43.35,173.4,132.72,40.68
O0000047,CUST00464,2024-11-10,P0009,4,0.15,COD,Fashion,264.14,141.26,1056.56,158.48,898.08,565.04,333.04
O0004416,CUST00543,2024-11-10,P0027,2,0.05,Card,Electronics,55.13,36.66,110.26,5.51,104.75,73.32,31.43
O0001855,CUST00561,2024-11-10,P0045,1,0.2,Net Banking,Grocery,121.81,53.8,121.81,24.36,97.45,53.8,43.65
O0003013,CUST00404,2024-11-10,P0035,1,0.1,UPI,Home,139.63,80.04,139.63,13.96,125.67,80.04,45.63
O0001673,CUST00517,2024-11-10,P0005,4,0.05,Card,Electronics,273.97,126.69,1095.88,54.79,1041.09,506.76,534.33
O0001401,CUST00058,2024-11-11,P0008,2,0.0,Net Banking,Fashion,152.63,75.07,305.26,0.0,305.26,150.14,155.12
O0004456,CUST00582,2024-11-11,P0019,3,0.0,UPI,Electronics,148.06,96.56,444.18,0.0,444.18,289.68,154.5
O0002665,CUST00247,2024-11-11,P0029,4,0.05,Card,Home,354.92,154.02,1419.68,70.98,1348.7,616.08,732.62
O0003391,CUST00350,2024-11-12,P0016,1,0.0,Wallet,Fashion,101.27,44.23,101.27,0.0,101.27,44.23,57.04
O0001476,CUST00106,2024-11-12,P0038,4,0.0,Card,Fashion,157.39,70.68,629.56,0.0,629.56,282.72,346.84
O0002869,CUST00275,2024-11-12,P0005,1,0.15,Net Banking,Electronics,273.97,126.69,273.97,41.1,232.87,126.69,106.18
O0004298,CUST00273,2024-11-12,P0009,1,0.15,UPI,Fashion,264.14,141.26,264.14,39.62,224.52,141.26,83.26
O0004906,CUST00057,2024-11-12,P0044,2,0.0,COD,Home,319.2,142.3,638.4,0.0,638.4,284.6,353.8
O0001293,CUST00183,2024-11-12,P0043,1,0.0,Net Banking,Electronics,364.08,156.96,364.08,0.0,364.08,156.96,207.12
O0004202,CUST00289,2024-11-12,P0036,1,0.1,Wallet,Home,308.75,157.97,308.75,30.88,277.87,157.97,119.9
O0002085,CUST00394,2024-11-12,P0043,2,0.1,Wallet,Electronics,364.08,156.96,728.16,72.82,655.34,313.92,341.42
O0003967,CUST00074,2024-11-12,P0006,2,0.15,UPI,Beauty,192.36,150.65,384.72,57.71,327.01,301.3,25.71
O0000140,CUST00490,2024-11-12,P0040,2,0.1,COD,Grocery,83.65,51.18,167.3,16.73,150.57,102.36,48.21
O0003982,CUST00160,2024-11-13,P0010,2,0.0,Net Banking,Grocery,158.28,88.17,316.56,0.0,316.56,176.34,140.22
O0000030,CUST00007,2024-11-13,P0033,2,0.2,Card,Fashion,112.86,61.51,225.72,45.14,180.58,123.02,57.56
O0001891,CUST00260,2024-11-13,P0043,2,0.05,Card,Electronics,364.08,156.96,728.16,36.41,691.75,313.92,377.83
O0002343,CUST00386,2024-11-13,P0041,1,0.0,Card,Grocery,240.98,127.74,240.98,0.0,240.98,127.74,113.24
O0002673,CUST00523,2024-11-13,P0001,1,0.0,UPI,Fashion,114.26,54.48,114.26,0.0,114.26,54.48,59.78
O0004670,CUST00352,2024-11-13,P0031,2,0.1,UPI,Electronics,287.51,147.51,575.02,57.5,517.52,295.02,222.5
O0001528,CUST00112,2024-11-13,P0027,2,0.15,Card,Electronics,55.13,36.66,110.26,16.54,93.72,73.32,20.4
O0003869,CUST00619,2024-11-13,P0010,3,0.1,COD,Grocery,158.28,88.17,474.84,47.48,427.36,264.51,162.85
O0004869,CUST00170,2024-11-13,P0015,1,0.1,Card,Fashion,43.69,25.91,43.69,4.37,39.32,25.91,13.41
O0001769,CUST00530,2024-11-14,P0045,3,0.15,UPI,Grocery,121.81,53.8,365.43,54.81,310.62,161.4,149.22
O0003478,CUST00359,2024-11-14,P0012,2,0.05,Wallet,Electronics,216.75,132.72,433.5,21.68,411.82,265.44,146.38
O0001909,CUST00285,2024-11-14,P0013,1,0.0,UPI,Grocery,268.38,121.9,268.38,0.0,268.38,121.9,146.48
O0002721,CUST00557,2024-11-14,P0040,4,0.15,Card,Grocery,83.65,51.18,334.6,50.19,284.41,204.72,79.69
O0002270,CUST00547,2024-11-14,P0020,2,0.05,UPI,Home,149.95,68.06,299.9,15.0,284.9,136.12,148.78
O0003703,CUST00089,2024-11-14,P0017,1,0.1,Card,Home,110.28,84.44,110.28,11.03,99.25,84.44,14.81
O0000369,CUST00329,2024-11-14,P0009,1,0.05,Wallet,Fashion,264.14,141.26,264.14,13.21,250.93,141.26,109.67
O0001124,CUST00330,2024-11-15,P0036,1,0.0,Card,Home,308.75,157.97,308.75,0.0,308.75,157.97,150.78
O0003521,CUST00103,2024-11-15,P0007,2,0.0,Wallet,Grocery,177.14,118.71,354.28,0.0,354.28,237.42,116.86
O0003475,CUST00641,2024-11-15,P0030,1,0.0,Card,Grocery,239.09,117.72,239.09,0.0,239.09,117.72,121.37
O0003469,CUST00077,2024-11-15,P0022,3,0.1,Card,Electronics,326.52,146.8,979.56,97.96,881.6,440.4,441.2
O0003812,CUST00007,2024-11-15,P0015,2,0.1,Wallet,Fashion,43.69,25.91,87.38,8.74,78.64,51.82,26.82
O0000422,CUST00611,2024-11-15,P0023,1,0.15,UPI,Fashion,67.68,45.5,67.68,10.15,57.53,45.5,12.03
O0004097,CUST00187,2024-11-15,P0031,2,0.0,UPI,Electronics,287.51,147.51,575.02,0.0,575.02,295.02,280.0
O0002478,CUST00216,2024-11-15,P0004,2,0.15,UPI,Home,54.29,27.5,108.58,16.29,92.29,55.0,37.29
O0003795,CUST00260,2024-11-16,P0019,1,0.15,Card,Electronics,148.06,96.56,148.06,22.21,125.85,96.56,29.29
O0002557,CUST00585,2024-11-16,P0019,2,0.2,Net Banking,Electronics,148.06,96.56,296.12,59.22,236.9,193.12,43.78
O0002758,CUST00204,2024-11-16,P0020,1,0.1,COD,Home,149.95,68.06,149.95,15.0,134.95,68.06,66.89
O0004234,CUST00513,2024-11-16,P0035,3,0.0,COD,Home,139.63,80.04,418.89,0.0,418.89,240.12,178.77
O0001145,CUST00377,2024-11-16,P0012,1,0.1,Wallet,Electronics,216.75,132.72,216.75,21.68,195.07,132.72,62.35
O0003857,CUST00103,2024-11-16,P0006,4,0.0,Card,Beauty,192.36,150.65,769.44,0.0,769.44,602.6,166.84
O0002102,CUST00147,2024-11-17,P0022,2,0.0,UPI,Electronics,326.52,146.8,653.04,0.0,653.04,293.6,359.44
O0004038,CUST00541,2024-11-17,P0018,1,0.1,COD,Beauty,175.93,84.8,175.93,17.59,158.34,84.8,73.54
O0001365,CUST00027,2024-11-17,P0018,3,0.0,Card,Beauty,175.93,84.8,527.79,0.0,527.79,254.4,273.39
O0002819,CUST00266,2024-11-17,P0017,2,0.15,Net Banking,Home,110.28,84.44,220.56,33.08,187.48,168.88,18.6
O0004695,CUST00036,2024-11-17,P0010,2,0.0,Net Banking,Grocery,158.28,88.17,316.56,0.0,316.56,176.34,140.22
O0002864,CUST00316,2024-11-17,P0030,2,0.1,COD,Grocery,239.09,117.72,478.18,47.82,430.36,235.44,194.92
O0001096,CUST00535,2024-11-17,P0041,2,0.05,Card,Grocery,240.98,127.74,481.96,24.1,457.86,255.48,202.38
O0004517,CUST00178,2024-11-17,P0042,3,0.15,COD,Fashion,92.99,66.18,278.97,41.85,237.12,198.54,38.58
O0004490,CUST00516,2024-11-17,P0031,1,0.2,Card,Electronics,287.51,147.51,287.51,57.5,230.01,147.51,82.5
O0000697,CUST00100,2024-11-18,P0009,1,0.2,COD,Fashion,264.14,141.26,264.14,52.83,211.31,141.26,70.05
O0002459,CUST00443,2024-11-18,P0002,3,0.1,Card,Electronics,165.42,102.08,496.26,49.63,446.63,306.24,140.39
O0000395,CUST00116,2024-11-18,P0041,3,0.1,Card,Grocery,240.98,127.74,722.94,72.29,650.65,383.22,267.43
O0002332,CUST00523,2024-11-18,P0039,3,0.05,COD,Electronics,302.32,141.08,906.96,45.35,861.61,423.24,438.37
O0003473,CUST00233,2024-11-18,P0019,1,0.0,UPI,Electronics,148.06,96.56,148.06,0.0,148.06,96.56,51.5
O0002081,CUST00288,2024-11-19,P0003,2,0.05,COD,Home,236.77,123.51,473.54,23.68,449.86,247.02,202.84
O0003555,CUST00370,2024-11-19,P0023,1,0.0,Card,Fashion,67.68,45.5,67.68,0.0,67.68,45.5,22.18
O0001064,CUST00521,2024-11-19,P0039,1,0.0,UPI,Electronics,302.32,141.08,302.32,0.0,302.32,141.08,161.24
O0004945,CUST00390,2024-11-19,P0019,2,0.0,Card,Electronics,148.06,96.56,296.12,0.0,296.12,193.12,103.0
O0003485,CUST00579,2024-11-19,P0027,1,0.15,UPI,Electronics,55.13,36.66,55.13,8.27,46.86,36.66,10.2
O0004550,CUST00097,2024-11-20,P0001,1,0.05,Net Banking,Fashion,114.26,54.48,114.26,5.71,108.55,54.48,54.07
O0005043,CUST00536,2024-11-20,P0021,2,0.05,UPI,Beauty,264.24,127.61,528.48,26.42,502.06,255.22,246.84
O0002247,CUST00009,2024-11-20,P0034,2,0.05,Card,Electronics,186.26,105.01,372.52,18.63,353.89,210.02,143.87
O0002379,CUST00575,2024-11-21,P0006,3,0.15,COD,Beauty,192.36,150.65,577.08,86.56,490.52,451.95,38.57
O0002505,CUST00265,2024-11-21,P0030,1,0.1,UPI,Grocery,239.09,117.72,239.09,23.91,215.18,117.72,97.46
O0003164,CUST00572,2024-11-21,P0028,2,0.1,UPI,Electronics,164.95,128.88,329.9,32.99,296.91,257.76,39.15
O0004789,CUST00541,2024-11-21,P0040,1,0.1,Wallet,Grocery,83.65,51.18,83.65,8.36,75.29,51.18,24.11
O0003357,CUST00039,2024-11-22,P0001,1,0.1,Card,Fashion,114.26,54.48,114.26,11.43,102.83,54.48,48.35
